first_name,last_name,state,party,district,official_channel,campaign_channel
Moskowitz,Jared,Florida,DEMOCRATIC,23,https://www.youtube.com/@jaredmoskowitz4833,https://www.youtube.com/@wptapl1
Moulton,Seth,Massachusetts,DEMOCRATIC,6,https://www.youtube.com/@sethmoulton,https://www.youtube.com/@sethmoulton9798
Moylan,James C.,Guam,REPUBLICAN,At Large,https://www.youtube.com/@LBCOfficial,https://www.youtube.com/@SolSystem45
Mrvan,Frank J.,Indiana,DEMOCRATIC,1,https://www.youtube.com/@mrvanforcongress4468,https://www.youtube.com/@user-fb7bu5zq7i
Mullin,Kevin,California,DEMOCRATIC,15,https://www.youtube.com/@kevinmullinforcongress339,https://www.youtube.com/@northerncaliforniaislamicc4978
Mullin,Markwayne,Oklahoma,REPUBLICAN,,https://www.youtube.com/@MarkwayneMullinOK2,https://www.youtube.com/@MullinForCongress
Murkowski,Lisa,Alaska,REPUBLICAN,,https://www.youtube.com/@Lisa4Senate,https://www.youtube.com/@senatormurkowski
Murphy,Christopher,Connecticut,DEMOCRATIC,,https://www.youtube.com/@SenatorChrisMurphy,https://www.youtube.com/@RepChrisMurphy
Murphy,Gregory,North Carolina,REPUBLICAN,3,https://www.youtube.com/@congressmangregmurphym.d.8905,https://www.youtube.com/@dr.gregmurphyforcongress8040
Murphy,Stephanie N.,Florida,DEMOCRATIC,7,https://www.youtube.com/@StephanieMurphyForFlorida,https://www.youtube.com/@RepStephMurphy
Murray,Patty,Washington,DEMOCRATIC,,https://www.youtube.com/@pattymurray,https://www.youtube.com/@peopleforpattymurray4718
Nadler,Jerrold,New York,DEMOCRATIC,12,https://www.youtube.com/@CongressmanNadler,https://www.youtube.com/@JudiciaryDems
Napolitano,Grace F.,California,DEMOCRATIC,31,https://www.youtube.com/@RepGraceNapolitano,https://www.youtube.com/@Napolitano4Congress
Neal,Richard E.,Massachusetts,DEMOCRATIC,1,https://www.youtube.com/@richardnealforcongress4590,https://www.youtube.com/@RepRichardENeal
Neguse,Joe,Colorado,DEMOCRATIC,2,https://www.youtube.com/@joeneguse3020,https://www.youtube.com/@RepJoeNeguse
Nehls,Troy E.,Texas,REPUBLICAN,22,https://www.youtube.com/@user-nn6ew3ee6c,https://www.youtube.com/@nehlsforcongress6340
Newhouse,Dan,Washington,REPUBLICAN,4,https://www.youtube.com/@dannewhousewa,https://www.youtube.com/@rep.peteaguilar4281
Newman,Marie,Illinois,DEMOCRATIC,3,https://www.youtube.com/@congresswomanmarienewman2840,https://www.youtube.com/@danlipinskiforcongress9767
Nickel,Wiley,North Carolina,DEMOCRATIC,13,https://www.youtube.com/@wileynickelforcongress6083,https://www.youtube.com/@WileyNickelLaw
Norcross,Donald,New Jersey,DEMOCRATIC,1,https://www.youtube.com/@DonaldNorcross,https://www.youtube.com/@donaldnorcross6256
Norman,Ralph,South Carolina,REPUBLICAN,5,https://www.youtube.com/@rep.ralphnorman3593,https://www.youtube.com/@evangelinehundley2146
Norton,Eleanor Holmes,District of Columbia,DEMOCRATIC,At Large,https://www.youtube.com/@EleanorHNorton,https://www.youtube.com/@OversightDems
Nunes,Devin,California,REPUBLICAN,22,https://www.youtube.com/@RepDevinNunes,https://www.youtube.com/@infoadmin8724
Nunn,Zachary,Iowa,REPUBLICAN,3,https://www.youtube.com/@zachnunn291,https://www.youtube.com/@AARPIowa
O'Halleran,Tom,Arizona,DEMOCRATIC,1,https://www.youtube.com/@tomohalleranforcongress9872,https://www.youtube.com/@repohalleran
Obernolte,Jay,California,REPUBLICAN,23,https://www.youtube.com/@jayobernolte,https://www.youtube.com/@wethepeoplerising8688
Ocasio-Cortez,Alexandria,New York,DEMOCRATIC,14,https://www.youtube.com/@AOC,https://www.youtube.com/@repaoc8965
Ogles,Andrew,Tennessee,REPUBLICAN,5,https://www.youtube.com/@AndyOglesForCongress,https://www.youtube.com/@RepAndyOgles
Omar,Ilhan,Minnesota,DEMOCRATIC,5,https://www.youtube.com/@rep.ilhanomar2703,https://www.youtube.com/@IlhanOmarforCongress
Ossoff,Jon,Georgia,DEMOCRATIC,,https://www.youtube.com/@senatorjonossoff6766,https://www.youtube.com/@jonossoff8530
Owens,Burgess,Utah,REPUBLICAN,4,https://www.youtube.com/@repburgessowens,https://www.youtube.com/@burgessowens89
Padilla,Alex,California,DEMOCRATIC,,https://www.youtube.com/@senatoralexpadilla3990,https://www.youtube.com/@californiamortgagereliefpr2196
Palazzo,Steven M.,Mississippi,REPUBLICAN,4,https://www.youtube.com/@CongressmanPalazzo,https://www.youtube.com/@PalazzoForCongress
Pallone,Frank,New Jersey,DEMOCRATIC,6,https://www.youtube.com/@RepFrankPallone,https://www.youtube.com/@FrankPallone
Palmer,Gary J.,Alabama,REPUBLICAN,6,https://www.youtube.com/@repgarypalmer,https://www.youtube.com/@PalmerForAlabama
Panetta,Jimmy,California,DEMOCRATIC,19,https://www.youtube.com/@RepJimmyPanetta,https://www.youtube.com/@jimmypanetta8888
Pappas,Chris,New Hampshire,DEMOCRATIC,1,https://www.youtube.com/@chrispappasfornewhampshire5862,https://www.youtube.com/@congressmanchrispappas2330
Pascrell,Bill,New Jersey,DEMOCRATIC,9,https://www.youtube.com/@pascrellcampaign3740,https://www.youtube.com/@RepPascrell
Paul,Rand,Kentucky,REPUBLICAN,,https://www.youtube.com/@randpaul,https://www.youtube.com/@RonPaulLibertyReport
Payne,Donald M.,New Jersey,DEMOCRATIC,10,https://www.youtube.com/@DonaldPayneJr,https://www.youtube.com/@CongressmanPayne
Pelosi,Nancy,California,DEMOCRATIC,11,https://www.youtube.com/@NancyPelosi,https://www.youtube.com/@nancypelosiforcongress250
Peltola,Mary Sattler,Alaska,DEMOCRATIC,At Large,https://www.youtube.com/@marypeltolaforcongress4265,https://www.youtube.com/@alaskascotty
Pence,Greg,Indiana,REPUBLICAN,6,https://www.youtube.com/@rep.gregpence2452,https://www.youtube.com/@teampence2836
Perez,Marie Gluesenkamp,Washington,DEMOCRATIC,3,https://www.youtube.com/@mariegluesenkampperez9088,https://www.youtube.com/@JoeKentforCongress
Perlmutter,Ed,Colorado,DEMOCRATIC,7,https://www.youtube.com/@RepPerlmutter,https://www.youtube.com/@Perlmutter4Colorado
Perry,Scott,Pennsylvania,REPUBLICAN,10,https://www.youtube.com/@RepScottPerry,https://www.youtube.com/@ScottPerry4Congress
Peters,Gary C.,Michigan,DEMOCRATIC,,https://www.youtube.com/@SenGaryPeters,https://www.youtube.com/@petersformichigan1686
Peters,Scott H.,California,DEMOCRATIC,50,https://www.youtube.com/@repscottpeters,https://www.youtube.com/@ScottPetersSD
Pettersen,Brittany,Colorado,DEMOCRATIC,7,https://www.youtube.com/@AIPACPC,https://www.youtube.com/@politibytes
Pfluger,August,Texas,REPUBLICAN,11,https://www.youtube.com/@reppfluger,https://www.youtube.com/@augustpfluger8764
Phillips,Dean,Minnesota,DEMOCRATIC,3,https://www.youtube.com/@DeanPhillipsforCongress,https://www.youtube.com/@RepDeanPhillips
Pingree,Chellie,Maine,DEMOCRATIC,1,https://www.youtube.com/@CongresswomanPingree,https://www.youtube.com/@chelliepingree
Plaskett,Stacey E.,Virgin Islands,DEMOCRATIC,At Large,https://www.youtube.com/@CongresswomanStaceyPlaskett,https://www.youtube.com/@staceyplaskett6162
Pocan,Mark,Wisconsin,DEMOCRATIC,2,https://www.youtube.com/@repmarkpocan,https://www.youtube.com/@PocanForCongress
Porter,Katie,California,DEMOCRATIC,47,https://www.youtube.com/@RepKatiePorter,https://www.youtube.com/@katieporter6913
Portman,Rob,Ohio,REPUBLICAN,,https://www.youtube.com/@SenatorRobPortman,https://www.youtube.com/@robportman2016
Posey,Bill,Florida,REPUBLICAN,8,https://www.youtube.com/@CongressmanPosey,https://www.youtube.com/@BillPoseydotcom
Pressley,Ayanna,Massachusetts,DEMOCRATIC,7,https://www.youtube.com/@ayannapressley4542,https://www.youtube.com/@MrPotatoHead82
Price,David E.,North Carolina,DEMOCRATIC,4,https://www.youtube.com/@RepDavidPrice,https://www.youtube.com/@davidhogan-worldwideimpact4358
Quigley,Mike,Illinois,DEMOCRATIC,5,https://www.youtube.com/@RepMikeQuigley,https://www.youtube.com/@michaelquigley5079
Radewagen,Aumua Amata Coleman,American Samoa,REPUBLICAN,At Large,https://www.youtube.com/@congresswomanaumuaamata2861,
Ramirez,Delia C.,Illinois,DEMOCRATIC,3,https://www.youtube.com/@deliaramirezforcongress7580,https://www.youtube.com/@thedemocraticpartyofmilton8412
Raskin,Jamie,Maryland,DEMOCRATIC,8,https://www.youtube.com/@jamieraskinforcongress1390,https://www.youtube.com/@OversightDems
Reed,Jack,Rhode Island,DEMOCRATIC,,https://www.youtube.com/@SenatorReed,https://www.youtube.com/@SethMagazinerRI
Reed,Tom,New York,REPUBLICAN,23,https://www.youtube.com/@CongressmanTomReed,https://www.youtube.com/@TomReedforCongress
Reschenthaler,Guy,Pennsylvania,REPUBLICAN,14,https://www.youtube.com/@RepGuyReschenthaler,https://www.youtube.com/@guyforpa7188
Rice,Kathleen M.,New York,DEMOCRATIC,4,https://www.youtube.com/@kathleenriceforcongress6532,https://www.youtube.com/@kathleenriceforcongress2325
Rice,Tom,South Carolina,REPUBLICAN,7,https://www.youtube.com/@VoteTomRice,https://www.youtube.com/@tomrice995
Richmond,Cedric L.,Louisiana,DEMOCRATIC,2,https://www.youtube.com/@RepCedricRichmond,https://www.youtube.com/@congressmancedricrichmond8913
Ricketts,Pete,Nebraska,REPUBLICAN,,https://www.youtube.com/@GovernorPeteRicketts,https://www.youtube.com/@amandaadkins8117
Risch,James E.,Idaho,REPUBLICAN,,https://www.youtube.com/@SenatorJamesRisch,https://www.youtube.com/@ForbesBreakingNews
Rogers,Harold,Kentucky,REPUBLICAN,5,https://www.youtube.com/@halrogersforcongress5631,https://www.youtube.com/@ClaxtonEnterprise
Rogers,Mike D.,Alabama,REPUBLICAN,3,https://www.youtube.com/@MikeRogersAL03,https://www.youtube.com/@MikeRogers08
Romney,Mitt,Utah,REPUBLICAN,,https://www.youtube.com/@mittromney1,https://www.youtube.com/@BadLipReading
Rose,John W.,Tennessee,REPUBLICAN,6,https://www.youtube.com/@repjohnrose4895,https://www.youtube.com/@johnrosefortennessee783
Rosen,Jacky,Nevada,DEMOCRATIC,,https://www.youtube.com/@SenJackyRosen,https://www.youtube.com/@DeanHeller
Rosendale Sr.,Matthew M.,Montana,REPUBLICAN,2,https://www.youtube.com/@MattForMontana,https://www.youtube.com/@AmericanMoment
Ross,Deborah K.,North Carolina,DEMOCRATIC,2,https://www.youtube.com/@deborahross4339,https://www.youtube.com/@deborahross1791
Rounds,Mike,South Dakota,REPUBLICAN,,https://www.youtube.com/@mikerounds2891,https://www.youtube.com/@RoundsForSenate
Rouzer,David,North Carolina,REPUBLICAN,7,https://www.youtube.com/@RepDavidRouzer,https://www.youtube.com/@davidrouzer
Roy,Chip,Texas,REPUBLICAN,21,https://www.youtube.com/@chiproyforcongress112,https://www.youtube.com/@repchiproy2013
Roybal-Allard,Lucille,California,DEMOCRATIC,40,https://www.youtube.com/@RepRoybalAllard,https://www.youtube.com/@user-lq3ns5ge3g
Rubio,Marco,Florida,REPUBLICAN,,https://www.youtube.com/@SenatorMarcoRubio,https://www.youtube.com/@MarcoRubio
Ruiz,Raul,California,DEMOCRATIC,25,https://www.youtube.com/@DrRaulRuiz,https://www.youtube.com/@RepRaulRuizMD
Ruppersberger,C. A. Dutch,Maryland,DEMOCRATIC,2,https://www.youtube.com/@Ruppersberger,https://www.youtube.com/@nicoleeambroseforcongress4860
Rush,Bobby L.,Illinois,DEMOCRATIC,1,https://www.youtube.com/@citizensforrush981,https://www.youtube.com/@karinnorington-reavesforco5924
Rutherford,John H.,Florida,REPUBLICAN,5,https://www.youtube.com/@RepRutherfordFL,https://www.youtube.com/@citizensforjohnrutherford2673
Ryan,Patrick,New York,DEMOCRATIC,18,https://www.youtube.com/@patryanforcongress1253,https://www.youtube.com/@rep.patryan9964
Ryan,Tim,Ohio,DEMOCRATIC,13,https://www.youtube.com/@TimRyanVision,https://www.youtube.com/@timryan4615
Sablan,Gregorio Kilili Camacho,Northern Mariana Islands,DEMOCRATIC,At Large,https://www.youtube.com/@Kilili_Sablan,https://www.youtube.com/@kilili4congress08
Salazar,Maria Elvira,Florida,REPUBLICAN,27,https://www.youtube.com/@repmariasalazar,https://www.youtube.com/@mariaelvirasalazar
Salinas,Andrea,Oregon,DEMOCRATIC,6,https://www.youtube.com/@CLFSuperPAC,https://www.youtube.com/@marioncountydemocrats9194
San Nicolas,Michael F. Q.,Guam,DEMOCRATIC,At Large,https://www.youtube.com/@officeofcongressmanmichael3655,https://www.youtube.com/@sannicolasforcongress7123
Sanders,Bernard,Vermont,INDEPENDENT,,https://www.youtube.com/@SenatorSanders,https://www.youtube.com/@BernieSanders
Santos,George,New York,REPUBLICAN,3,https://www.youtube.com/@georgesantos3198,https://www.youtube.com/@TheMikeLiPetriShow
Sarbanes,John P.,Maryland,DEMOCRATIC,3,https://www.youtube.com/@CongressmanJohnSarbanes,https://www.youtube.com/@JohnsarbanesMD3
Sasse,Ben,Nebraska,REPUBLICAN,,https://www.youtube.com/@SenatorSasse,https://www.youtube.com/@sassefornebraska
Scalise,Steve,Louisiana,REPUBLICAN,1,https://www.youtube.com/@RepSteveScalise,https://www.youtube.com/@GeauxScalise
Scanlon,Mary Gay,Pennsylvania,DEMOCRATIC,5,https://www.youtube.com/@scanlonforcongress9555,https://www.youtube.com/@davegalluchforuscongresspa1706
Schakowsky,Janice D.,Illinois,DEMOCRATIC,9,https://www.youtube.com/@RepSchakowsky,https://www.youtube.com/@americansdemocraticforum8427
Schatz,Brian,Hawaii,DEMOCRATIC,,https://www.youtube.com/@schatzforhawaii344,https://www.youtube.com/@ForbesBreakingNews
Schiff,Adam B.,California,DEMOCRATIC,30,https://www.youtube.com/@repadamschiff,https://www.youtube.com/@teamschiff2340
Schmitt,Eric,Missouri,REPUBLICAN,,https://www.youtube.com/@ericschmittforsenate2815,https://www.youtube.com/@missouriattorneygeneraleri3694
Schneider,Bradley Scott,Illinois,DEMOCRATIC,10,https://www.youtube.com/@Schneiderforcongress,https://www.youtube.com/@RepBradSchneider
Scholten,Hillary J.,Michigan,DEMOCRATIC,3,https://www.youtube.com/@hillaryscholtenforcongress1557,
Schrader,Kurt,Oregon,DEMOCRATIC,5,https://www.youtube.com/@SchraderForCongress,https://www.youtube.com/@RepKurtSchrader
Schrier,Kim,Washington,DEMOCRATIC,8,https://www.youtube.com/@dr.kimschrier186,https://www.youtube.com/@WashingtonIndivisibleNetwork
Schumer,Charles E.,New York,DEMOCRATIC,,https://www.youtube.com/@SenatorSchumer,https://www.youtube.com/@ChuckSchumer
Schweikert,David,Arizona,REPUBLICAN,1,https://www.youtube.com/@RepDavidSchweikert,https://www.youtube.com/@schweikert4congress
Scott,Austin,Georgia,REPUBLICAN,8,https://www.youtube.com/@RepAustinScott,https://www.youtube.com/@AustinScottCongress
Scott,David,Georgia,DEMOCRATIC,13,https://www.youtube.com/@RepDavidScott,https://www.youtube.com/@davidscottforcongress9659
Scott,Rick,Florida,REPUBLICAN,,https://www.youtube.com/@senrickscott8007,https://www.youtube.com/@ocrec8845
Scott,"Robert C. ""Bobby""",Virginia,DEMOCRATIC,3,https://www.youtube.com/@scottgryderforcongress7596,https://www.youtube.com/@RepScottPerry
Scott,Tim,South Carolina,REPUBLICAN,,https://www.youtube.com/@votetimscott,https://www.youtube.com/@RepTimScott
Self,Keith,Texas,REPUBLICAN,3,https://www.youtube.com/@KeithSelf2010,https://www.youtube.com/@worldmartialartscongress2979
Sempolinski,Joseph,New York,REPUBLICAN,23,https://www.youtube.com/@joesempolinskiforcongress2952,
Sessions,Pete,Texas,REPUBLICAN,17,https://www.youtube.com/@SessionsforCongress,https://www.youtube.com/@petesessionsforcongress2026
Sewell,Terri A.,Alabama,DEMOCRATIC,7,https://www.youtube.com/@RepSewell,https://www.youtube.com/@terrisewell8539
Shaheen,Jeanne,New Hampshire,DEMOCRATIC,,https://www.youtube.com/@SenatorShaheen,https://www.youtube.com/@CongressionalDishPodcast
Shelby,Richard C.,Alabama,REPUBLICAN,,https://www.youtube.com/@Shhhrichard,https://www.youtube.com/@fflempowerment8625
Sherman,Brad,California,DEMOCRATIC,32,https://www.youtube.com/@CongressmanBradShermanCA,https://www.youtube.com/@shermanforcongress8516
Sherrill,Mikie,New Jersey,DEMOCRATIC,11,https://www.youtube.com/@MikieSherrillforCongress,https://www.youtube.com/@mikiesherrill4807
Simpson,Michael K.,Idaho,REPUBLICAN,2,https://www.youtube.com/@mikesimpsonforcongress8308,https://www.youtube.com/@CongMikeSimpson
Sinema,Kyrsten,Arizona,INDEPENDENT,,https://www.youtube.com/@senatorsinema,https://www.youtube.com/@ksinemaaz
Sires,Albio,New Jersey,DEMOCRATIC,8,https://www.youtube.com/@RepSiresNJ13,https://www.youtube.com/@chcicommunications
Slotkin,Elissa,Michigan,DEMOCRATIC,7,https://www.youtube.com/@campaignslotkinforcongress3723,https://www.youtube.com/@u.s.representativeelissasl7729
Smith,Adam,Washington,DEMOCRATIC,9,https://www.youtube.com/@RepAdamSmith,https://www.youtube.com/@adamsmithforcongress6592
Smith,Adrian,Nebraska,REPUBLICAN,3,https://www.youtube.com/@RepAdrianSmith,https://www.youtube.com/@HouseConference
Smith,Christopher H.,New Jersey,REPUBLICAN,4,https://www.youtube.com/@christophersmithforcongres3526,https://www.youtube.com/@christophersmithphotoandvi480
Smith,Jason,Missouri,REPUBLICAN,8,https://www.youtube.com/@RepJasonSmith,https://www.youtube.com/@realjasonwhitlock
Smith,Tina,Minnesota,DEMOCRATIC,,https://www.youtube.com/@aarpminnesota,https://www.youtube.com/@evergreenaction
Smucker,Lloyd,Pennsylvania,REPUBLICAN,11,https://www.youtube.com/@RepSmucker,https://www.youtube.com/@ElectsmuckerPA16
Sorensen,Eric,Illinois,DEMOCRATIC,17,https://www.youtube.com/@RepEricSorensen,https://www.youtube.com/@ericsorensenforillinois6010
Soto,Darren,Florida,DEMOCRATIC,9,https://www.youtube.com/@darrensoto1208,https://www.youtube.com/@congressionalequalitycaucus
Spanberger,Abigail Davis,Virginia,DEMOCRATIC,7,https://www.youtube.com/@abigailspanbergerforcongre4618,https://www.youtube.com/@RepSpanberger
Spartz,Victoria,Indiana,REPUBLICAN,5,https://www.youtube.com/@spartzforcongress4596,https://www.youtube.com/@rep.victoriaspartz4506
Speier,Jackie,California,DEMOCRATIC,14,https://www.youtube.com/@jackiespeierca14,https://www.youtube.com/@kevinmullinforcongress339
Stabenow,Debbie,Michigan,DEMOCRATIC,,https://www.youtube.com/@SenatorStabenow,https://www.youtube.com/@FairFoodNetwork
Stansbury,Melanie Ann,New Mexico,DEMOCRATIC,1,https://www.youtube.com/@melaniestansburyfornewmexi785,https://www.youtube.com/@rep.melaniestansbury8649
Stanton,Greg,Arizona,DEMOCRATIC,4,https://www.youtube.com/@repgregstanton,https://www.youtube.com/@teamstanton2445
Stauber,Pete,Minnesota,REPUBLICAN,8,https://www.youtube.com/@RepPeteStauber,https://www.youtube.com/@PeteStauberforCongress
Steel,Michelle,California,REPUBLICAN,45,https://www.youtube.com/@michellesteel5114,https://www.youtube.com/@repsteel
Stefanik,Elise M.,New York,REPUBLICAN,21,https://www.youtube.com/@RepEliseStefanik,https://www.youtube.com/@EliseforCongress
Steil,Bryan,Wisconsin,REPUBLICAN,1,https://www.youtube.com/@RepBryanSteil,https://www.youtube.com/@steilforwisconsin5557
Steube,W. Gregory,Florida,REPUBLICAN,17,https://www.youtube.com/@RepGregSteube,https://www.youtube.com/@FredSteube
Stevens,Haley M.,Michigan,DEMOCRATIC,11,https://www.youtube.com/@haleystevensforcongressmi-9772,https://www.youtube.com/@haleystevens5647
Stewart,Chris,Utah,REPUBLICAN,2,https://www.youtube.com/@RepChrisStewart,https://www.youtube.com/@chrisstewartforutah643
Stivers,Steve,Ohio,REPUBLICAN,15,https://www.youtube.com/@StiversforCongress,https://www.youtube.com/@RepSteveStivers
Strickland,Marilyn,Washington,DEMOCRATIC,10,https://www.youtube.com/@RepStricklandWA,https://www.youtube.com/@stricklandforwashington3035
Strong,Dale,Alabama,REPUBLICAN,5,https://www.youtube.com/@dalestrongforcongress8654,https://www.youtube.com/@dalestrongforcongress3319
Sullivan,Dan,Alaska,REPUBLICAN,,https://www.youtube.com/@SenatorDanSullivan,https://www.youtube.com/@DanSullivanforAlaska
Suozzi,Thomas R.,New York,DEMOCRATIC,3,https://www.youtube.com/@tomsuozzi1109,https://www.youtube.com/@rep.tomsuozzi4456
Swalwell,Eric,California,DEMOCRATIC,14,https://www.youtube.com/@RepSwalwell,https://www.youtube.com/@swalwellca15
Sykes,Emilia Strong,Ohio,DEMOCRATIC,13,https://www.youtube.com/@studioone23productions,https://www.youtube.com/@OCSEAWesterville
Sánchez,Linda T.,California,DEMOCRATIC,38,https://www.youtube.com/@RepLindaSanchez,https://www.youtube.com/@uclalawforpeopleofcolorcon1325
Takano,Mark,California,DEMOCRATIC,39,https://www.youtube.com/@marktakano41,https://www.youtube.com/@RepMarkTakano
Taylor,Van,Texas,REPUBLICAN,3,https://www.youtube.com/@RepVanTaylor,https://www.youtube.com/@vanfortexas
Tenney,Claudia,New York,REPUBLICAN,24,https://www.youtube.com/@congresswomanclaudiatenney3072,https://www.youtube.com/@claudiatenneyforcongress885
Tester,Jon,Montana,DEMOCRATIC,,https://www.youtube.com/@SenatorJonTester,https://www.youtube.com/@CantTrustTester
Thanedar,Shri,Michigan,DEMOCRATIC,13,https://www.youtube.com/@shrithanedar1778,https://www.youtube.com/@tonyposproductions8958
Thompson,Bennie G.,Mississippi,DEMOCRATIC,2,https://www.youtube.com/@congressmanbennieg.thompso7575,https://www.youtube.com/@RepBennieThompson
Thompson,Glenn,Pennsylvania,REPUBLICAN,15,https://www.youtube.com/@CongressmanGT,https://www.youtube.com/@teamglenngtthompson8604
Thompson,Mike,California,DEMOCRATIC,4,https://www.youtube.com/@CongressmanMThompson,https://www.youtube.com/@mikethompsonforcongress597
Thune,John,South Dakota,REPUBLICAN,,https://www.youtube.com/@JohnThune,https://www.youtube.com/@SenatorThune
Tiffany,Thomas P.,Wisconsin,REPUBLICAN,7,https://www.youtube.com/@WealthyTiffany,https://www.youtube.com/@officeofcouncilmembertiffa2833
Tillis,Thomas,North Carolina,REPUBLICAN,,https://www.youtube.com/@SenatorTillis,https://www.youtube.com/@nccharters
Timmons,William R. IV,South Carolina,REPUBLICAN,4,https://www.youtube.com/@votetimmons,https://www.youtube.com/@patricktimmons8034
Titus,Dina,Nevada,DEMOCRATIC,1,https://www.youtube.com/@CongresswomanTitus,https://www.youtube.com/@titusforcongress
Tlaib,Rashida,Michigan,DEMOCRATIC,12,https://www.youtube.com/@rashidatlaib8124,https://www.youtube.com/@RashidaTlaib13
Tokuda,Jill N.,Hawaii,DEMOCRATIC,2,https://www.youtube.com/@jilltokuda4861,https://www.youtube.com/@RepEdCase
Tonko,Paul,New York,DEMOCRATIC,20,https://www.youtube.com/@reppaultonko,https://www.youtube.com/@paultonkoforcongress
Toomey,Patrick,Pennsylvania,REPUBLICAN,,https://www.youtube.com/@sentoomey,https://www.youtube.com/@ToomeyForSenate
Torres,Norma J.,California,DEMOCRATIC,35,https://www.youtube.com/@RepNormaTorres,https://www.youtube.com/@normatorres3102
Torres,Ritchie,New York,DEMOCRATIC,15,https://www.youtube.com/@ritchietorres6874,https://www.youtube.com/@RepRitchie
Trahan,Lori,Massachusetts,DEMOCRATIC,3,https://www.youtube.com/@loritrahanforuscongress8765,https://www.youtube.com/@user-bd4wb4rj7c
Trone,David J.,Maryland,DEMOCRATIC,6,https://www.youtube.com/@davidtrone7780,https://www.youtube.com/@rep.davidtrone6471
Tuberville,Tommy,Alabama,REPUBLICAN,,https://www.youtube.com/@tommytuberville598,https://www.youtube.com/@mynbc15
Turner,Michael R.,Ohio,REPUBLICAN,10,https://www.youtube.com/@rep.michaelturner6425,https://www.youtube.com/@CongressmanTurner
Underwood,Lauren,Illinois,DEMOCRATIC,14,https://www.youtube.com/@laurenunderwoodforcongress9365,https://www.youtube.com/@RepUnderwood
Upton,Fred,Michigan,REPUBLICAN,6,https://www.youtube.com/@RepFredUpton,https://www.youtube.com/@Upton2012
Valadao,David G.,California,REPUBLICAN,22,https://www.youtube.com/@congressmandavidg.valadao6121,https://www.youtube.com/@TeamValadao
Van Drew,Jefferson,New Jersey,REPUBLICAN,2,https://www.youtube.com/@CongressmanJeffVanDrew,https://www.youtube.com/@espn
Van Duyne,Beth,Texas,REPUBLICAN,24,https://www.youtube.com/@bethvanduyne4745,https://www.youtube.com/@congresswomanbethvanduyne1659
Van Hollen,Chris,Maryland,DEMOCRATIC,,https://www.youtube.com/@senatorvanhollen,https://www.youtube.com/@vanhollenforsenate1425
Van Orden,Derrick,Wisconsin,REPUBLICAN,3,https://www.youtube.com/@derrickvanorden8696,https://www.youtube.com/@repvanorden
Vance,J.D.,Ohio,REPUBLICAN,,https://www.youtube.com/@jdvanceforsenate6218,https://www.youtube.com/@ForbesBreakingNews
Vargas,Juan,California,DEMOCRATIC,52,https://www.youtube.com/@RepJuanVargas,https://www.youtube.com/@tylergeffeney4congress313
Vasquez,Gabe,New Mexico,DEMOCRATIC,2,https://www.youtube.com/@RepGabeVasquez,https://www.youtube.com/@auravasquez7698
Veasey,Marc A.,Texas,DEMOCRATIC,33,https://www.youtube.com/@marcveasey,https://www.youtube.com/@marcveasey7465
Vela,Filemon,Texas,DEMOCRATIC,34,https://www.youtube.com/@RepFilemonVela,https://www.youtube.com/@VelaforCongress
Velazquez,Nydia M.,New York,DEMOCRATIC,7,https://www.youtube.com/@nydiavelazquez,https://www.youtube.com/@nydiamvelazquezforcongress5340
Wagner,Ann,Missouri,REPUBLICAN,2,https://www.youtube.com/@Ann4Congress,https://www.youtube.com/@annwagner160
Walberg,Tim,Michigan,REPUBLICAN,5,https://www.youtube.com/@WalbergForCongress,https://www.youtube.com/@ROARReclaimOurAmericanRepublic
Walorski,Jackie,Indiana,REPUBLICAN,2,https://www.youtube.com/@repwalorski,https://www.youtube.com/@jackiewalorski
Waltz,Michael,Florida,REPUBLICAN,6,https://www.youtube.com/@repmichaelwaltz,https://www.youtube.com/@mikewaltz5415
Warner,Mark R.,Virginia,DEMOCRATIC,,https://www.youtube.com/@MarkWarner,https://www.youtube.com/@jenniferwextonforcongress6781
Warnock,Raphael G.,Georgia,DEMOCRATIC,,https://www.youtube.com/@reverendraphaelwarnock2754,https://www.youtube.com/@leagueofelections7339
Warren,Elizabeth,Massachusetts,DEMOCRATIC,,https://www.youtube.com/@ElizabethWarren,https://www.youtube.com/@oversightpanel
Wasserman Schultz,Debbie,Florida,DEMOCRATIC,25,https://www.youtube.com/@RepWassermanSchultz,https://www.youtube.com/@CarlaSpaldingFL
Waters,Maxine,California,DEMOCRATIC,43,https://www.youtube.com/@MaxineWaters,https://www.youtube.com/@FSCDems
Watson Coleman,Bonnie,New Jersey,DEMOCRATIC,12,https://www.youtube.com/@congresswomanbonniewatsonc9210,https://www.youtube.com/@bonniewatsoncoleman6194
Weber,Randy K.,Texas,REPUBLICAN,14,https://www.youtube.com/@weberfortexas,https://www.youtube.com/@TXRandy14
Webster,Daniel,Florida,REPUBLICAN,11,https://www.youtube.com/@danielwebsterforcongress4075,https://www.youtube.com/@RepDanielWebster
Welch,Peter,Vermont,DEMOCRATIC,,https://www.youtube.com/@SenPeterWelch,https://www.youtube.com/@jstreetdotorg
Wenstrup,Brad R.,Ohio,REPUBLICAN,2,https://www.youtube.com/@RepBradWenstrup,https://www.youtube.com/@WenstrupforCongress
